Date,Brk,Hour,Weight,Anchor Offset,Water Height,Harness,Horizontal Distance,Additional Factors,JM,JA,Cord Serial Number
,,12,171,26,-3,AF,0,,,,66124828
,,12,169,26,-2,AF,0,,,,66124828
,,12,187,22,-3,AF,0,,,,66124828
,,12,187,22,-5,AF,0,,,,66124828
,B,13,224,9,1,AF,0,,,,66124828
,,13,210,11,,AF,,,,,66124828
,B,14,211,15,-4,AF,0,,ZG,EB,66124828
,B/2,14,179,6,,BF,,,,,66124828
,,14,192,20,0,AF,1,FLOP,,,66124828
,,14,187,25,-1,BF,0,,,,66124828
,,14,191,20,-2,AF,1,,,,66124828
,,15,170,23,0,AF,0,,,,66124828
,B,15,172,30,-4,AF,0,,,,66124828
,,15,192,20,-3,AF,0,,,,66124828
,,16,182,23,-3,AF,0,,,,66124828
,,16,171,26,-1,AF,0,,,,66124828
,B,16,221,11,0,AF,0,FLOP,ZG,MAS,66124828
,,16,200,17,-2,AF,0,FLOP,,,66124828
,,16,168,27,,,,,,,66124828
,B,17,200,17,-4,AF,0,,,,66124828
8/6/2025,F,10,197,22,-4,AF,0,,TL,MAS,66124828
,,10,192,18,1,AF,4,,,,66124828
,,10,181,12,,AF,,,,,66124828
,,10,173,24,2,AF,0,,,,66124828
,,10,163,30,-4,AF,0,,,,66124828
,,10,150,32,0,AF,0,,,,66124828
,B,13,226,10,-2,AF,0,,TL,EB,66124828
,,13,168,15,,BF,,,,,66124828
,,13,203,13,0,AF,0,DEADMAN,,,66124828
,,14,196,16,0,AF,0,,,,66124828
,B,14,167,18,,BF,,,,,66124828
,,14,210,11,0,AF,0,,,,66124828
,,14,187,12,,AF,,,,,66124828
,B,16,204,18,-1,BF,2,,MAS,TL,66124828
,B,17,202,18,-1,AF,2,,,,66124828
,B/2,17,200,23,-2,BF,1,,,,66124828
,,17,199,20,1,BF,2,,,,66124828
8/7/2025,F,13,193,6,,BF,0,,JL,RD,66124828
,,13,186,21,2,AF,0,,,,66124828
,B,13,232,6,0,AF,1,,JL,RD,66124828
,,13,220,17,1,AF,0,,,,66124828
,B,14,231,8,-1,,1,,,,66124828
,,14,218,11,-3,AF,0,STRAIGHTDOWN,,,66124828
,,14,198,19,-3,AF,2,,,,66124828
,B,14,215,15,-5,AF,0,,,,66124828
,B,16,180,13,,,5,,JL,RD,66124828
8/8/2025,F,13,198,6,,AF,0,,ZG,RD,66124828
,B,14,214,16,-3,AF,2,,,,66124828
,,14,194,17,0,AF,0,,,,66124828
,,14,172,18,,,,,,,66124828
,B,15,210,23,-2,BF,3,FRONTFLIP,,,66124828
,,15,203,11,,AF,,,,,66124828
,,15,171,25,2,AF,3,,,,66124828
,B,16,195,22,4,AF,2,,ZG,NB,66124828
,,16,191,17,1,AF,1,,,,66124828
,,16,187,21,-1,AF,2,CHARLIE,,,66124828
,,16,185,12,,AF,,,,,66124828
,,16,180,24,-4,AF,0,,,,66124828
,,17,180,12,,AF,,,,,66124828
,,17,170,26,0,AF,1,,,,66124828
,B,18,206,20,-6,AF,0,,,,66124828
,,18,177,24,-3,AF,0,,,,66124828
,,18,177,24,-3,AF,0,,,,66124828
,,18,177,24,-2,AF,0,,,,66124828
,B,18,188,24,,AF,,DEADMAN,,,66124828
8/9/2025,F,8,217,15,-5,AF,0,STRAIGHTDOWN,ZS,ZG,66124828
,,8,212,13,-4,AF,0,,,,66124828
,,8,209,13,-3,AF,0,,,,66124828
,,8,196,19,-4,AF,2,,,,66124828
,,8,194,17,-2,AF,0,,,,66124828
,,8,180,12,,BF,,,,,66124828
,B,9,217,6,4,AF,0,,,,66124828
,,9,199,16,-3,AF,2,,,,66124828
,,9,196,17,-4,AF,0,,,,66124828
,,9,190,17,-1,AF,1,,,,66124828
,,9,189,18,-2,AF,0,,,,66124828
,,9,188,19,0,AF,2,,,,66124828
,,9,220,9,,AF,,,,,66124828
,B,10,189,22,-3,AF,0,,ZS,ZG,66124828
,,10,170,26,-2,AF,3,,,,66124828
,,10,165,27,0,AF,0,,,,66124828
,,10,171,18,0,AF,0,FLOP,,,66124828
,,10,185,22,-3,AF,0,,,,66124828
,B,12,207,16,-5,AF,0,,,,66124828
,,12,220,8,0,AF,0,SMALL FLOP,,,66124828
,,12,183,24,-4,AF,5,,,,66124828
,,12,174,29,-2,BF,0,,,,66124828
,B,17,175,24,-1,AF,0,,,,66124828
,,17,160,29,0,AF,3,,,,66124828
,B,18,192,22,-3,AF,0,,,,66124828
,,18,188,21,-4,AF,0,,,,66124828
,,18,183,21,1,D,4,,,,66124828
,B,18,184,22,-2,,0,,,,66124828
,,18,171,25,-1,AF,1,,,,66124828
,,18,196,27,-2,AF,3,CHARLIE,,,66124828
,B,18,202,6,,AF,,,NS,NB,66124828
,,16,174,12,,AF,,,,,66124828
,,16,175,23,0,AF,0,,,,66124828
,,16,171,26,-3,AF,0,,,,66124828
,B,17,220,14,-4,AF,1,,MS,NB,66124828
,,18,213,8,1,AF,0,,,,66124828
,,18,200,13,2,AF,0,,,,66124828
,,18,197,6,,AF,,,,,66124828
,,18,194,16,1,AF,1,,,,66124828
,,18,186,20,-1,AF,0,,,,66124828
,,18,184,21,2,AF,3,,,,66124828
,,18,176,24,2,AF,0,,,,66124828
8/10/2025,F,9,210,16,2,AF,2,CHARLIE,,,66124828
,B,11,180,26,0,AF,0,,,,66124828
,,11,178,24,0,AF,0,,,,66124828
,,11,167,26,2,AF,0,,,,66124828
,,12,166,29,-2,AF,1,,,,66124828
,B,14,217,12,2,AF,0,,ZS,JA,66124828
,,14,202,16,-3,AF,0,,,,66124828
,,14,202,16,-4,,0,,,,66124828
,,14,199,12,,,,,,,66124828
,,14,187,23,-5,AF,1,,,,66124828
,,14,178,24,-4,AF,0,,ZS,EB,66124828
,,14,174,24,0,AF,1,,,,66124828
,,14,173,26,-3,AF,0,,,,66124828
,,14,171,27,-2,AF,2,SPINS,,,66124828
,,14,172,27,-3,AF,0,,,,66124828
,,14,170,27,-3,AF,0,,,,66124828
,B,15,200,6,,BF,,,ZS,ZG,66124828
,,15,195,17,-2,AF,0,FLOP,,,66124828
,,15,186,25,-4,BF,0,,,,66124828
,,15,183,22,-5,AF,1,,,,66124828
,,15,169,25,-4,F,1,,,,66124828
,,15,169,26,-1,AF,0,,,,66124828
,B,17,179,6,,BF,,,,,66124828
,B,17,185,21,0,AF,2,,MS,EB,66124828
,B,17,191,23,-3,AF,,,MS,RD,66124828
,B,13,218,19,-5,AF,0,,,,66124828
,,13,207,6,,,,,,,66124828
,,13,203,13,-2,AF,0,,,,66124828
,,13,189,20,-2,AF,0,,,,66124828
,,14,171,6,,AF,,,,,66124828
,,14,168,27,-3,AF,0,STRAIGHTDOWN,MS,ZG,66124828
,,14,167,27,-2,AF,0,,,,66124828
,,14,201,12,1,AF,1,CHARLIE,,,66124828
,,14,197,15,0,AF,0,,,,66124828
,,14,188,12,,BF,,,,,66124828
,B,15,194,22,-5,AF,1,,ZG,MAS,66124828
,,15,182,22,-2,AF,2,,,,66124828
,B,16,207,6,,AF,,,,,66124828
,,16,202,15,-2,AF,0,,,,66124828
,,16,190,19,-1,AF,0,SMALLFLOP,,,66124828
,,16,185,28,-3,BF,2,,,,66124828
,,16,174,23,0,AF,0,,,,66124828
8/11/2025,F,11,200,19,-5,AF,0,,,,66124828
,B,12,170,31,-3,AF,0,,ZG,NB,66124828
,B,12,190,23,-2,AF,4,,ZG,NB,66124828
,,13,196,17,W0,AF,2,CHARLIE FLOP,,,66124828
,,13,196,18,W0,AF,3,,,,66124828
,,14,192,20,-4,AF,0,,,,66124828
,B,14,214,13,D0,AF,3,,,,66124828
,B,14,208,21,-4,BB,1,BACKFLIPS,,,66124828
,,14,188,21,-2,AF,1,,,,66124828
,B,14,196,20,-3,AF,,,ZG,JA,66124828
,,14,172,12,,AF,,,,,66124828
,B,14,127,36,7,BF,,,,,66124828
8/12/2025,F,13,204,18,,AF,,,MS,ZG,66124828
,,13,160,29,,AF,,,,,66124828
,B,13,221,11,W0,AF,0,,,,66124828
,,13,195,17,-2,AF,0,,,,66124828
,,13,175,12,,AF,,,,,66124828
,B,12,228,8,D0,AF,0,,,,66124828
,,12,188,21,-3,AF,1,,,,66124828
,,12,17,24,1,AF,0,STRAIGHTDOWN,,,66124828
,,12,214,12,2,AF,0,,,,66124828
,B,12,194,6,,AF,,,,,66124828
,,12,204,4,,AF,,,,,66124828
,,12,181,22,1,AF,0,FLOP,ZG,NB,66124828
,,12,198,16,,AF,,,,,66124828
8/13/2025,F,12,235,8,1,AF,1,,,,66124828
,,12,180,23,-5,AF,0,,,,66124828
,B,13,190,23,-5,AF,1,,,,66124828
,B,15,216,19,-5,AF,0,,,,66124828
,,15,199,15,-3,AF,0,FALL,,,66124828
,,15,179,21,W0,AF,0,FALL,,,66124828
,,15,172,31,-3,AF,1,,,,66124828
,,15,187,27,-1,BF,3,FRONTFLIPS,,,66124828
,B,16,188,22,-3,AF,2,,,,66124828
8/14/2025,F,12,209,6,,AF,,,JL,RD,66124828
,,12,206,6,,AF,,,,,66124828
,B,12,194,6,,BF,,,,,66124828
,,13,196,16,-1,AF,2,W1,,,66124828
,,13,177,12,,AF,,,,,66124828
,,13,180,22,-3,AF,0,,,,66124828
,,13,168,25,,AF,,,,,66124828
,B,13,212,15,-2,AF,3,,,,66124828
8/15/2025,B,13,196,21,-3,AF,0,,TL,NB,66124828
,,13,188,19,-2,AF,1,,,,66124828
,B,14,211,15,-5,AF,0,STRAIGHTDOWN,,,66124828
,B,14,212,13,-1,AF,2,,,,66124828
,,15,184,20,-1,AF,0,,,,66124828
,,15,169,20,1,AF,3,,,,66124828
,B,16,222,7,3,AF,0,,,,66124828
,,16,198,15,3,AF,,,,,66124828
,B,16,222,10,-2,AF,0,,,,66124828
,,17,206,14,-3,AF,0,STRAIGHTDOWN,,,66124828
,,17,197,23,-4,BF,0,,,,66124828
,,17,192,17,2,AF,3,,,,66124828
,,17,188,12,,AF,,,,,66124828
,B,18,219,6,,BB,0,,,,66124828
,,18,182,12,,AF,,,,,66124828
16-Aug,F,9,202,18,-1,AF,0,,ZS,JA,66124828
,,9,210,12,W0,AF,0,,,,66124828
,,9,190,19,-2,AB,0,,,,66124828
,B,9,212,17,-1,BB,0,DEADMAN,,,66124828
8/17/2024,F,9,210,16,-1,AF,1,,ZG,OAB,66124828
,,9,194,16,-1,AF,0,,,,66124828
,,9,195,16,,AF,,,,,66124828
,,,182,21,-4,AF,0,,,,66124828
,,,175,21,1,AF,0,,,,66124828
,B,,215,14,-2,AF,0,,,,66124828
,,,199,6,,AF,,,,,66124828
,,,193,16,-3,AF,0,,,,66124828
,,,183,19,W0,AF,1,,,,66124828
,,10,175,22,-3,AF,0,,,,66124828
,,10,167,24,1,AF,2,,,,66124828
,B,,213,6,,AF,,,OAB,ZG,66124828
,,,208,5,4,AF,0,,,,66124828
,,,175,12,,AF,,,,,66124828
,,,176,22,,AF,,,,,66124828
,B,12,211,13,-3,AF,0,,OAB,TL,66124828
,,12,180,21,W0,AF,0,,,,66124828
,,12,182,14,1,AF,0,,,,66124828
,B,12,201,17,-3,AF,0,,OAB,EB,66124828
,,12,201,9,4,AF,2,,,,66124828
,,13,173,12,,AF,,,TL,EB,66124828
,B,13,208,14,D0,AF,2,,,,66124828
,,14,200,14,-3,AF,0,,,,66124828
,,14,196,9,2,AF,0,,,,66124828
,,14,217,6,1,AF,0,,,,66124828
,,14,214,8,,AF,,,,,66124828
,,14,208,12,W0,AF,1,,,,66124828
,,14,208,13,-5,AF,0,,,,66124828
,,14,179,22,-2,AF,0,,,,66124828
,,14,177,12,,AF,0,,,,66124828
,,14,173,25,-4,AF,0,,TL,EB,66124828
,B,15,209,14,-3,AF,1,,,,66124828
,,15,198,6,,AF,,,,,66124828
,,15,190,6,,AF,,,,,66124828
,,15,174,23,-2,AF,0,,,,66124828
,B,,222,10,-3,AF,0,,TL,MAS,66124828
,,,220,6,-4,AF,1,,,,66124828
,,,200,15,-2,AF,2,,,,66124828
,,,194,16,-2,AF,0,,,,66124828
,B,17,180,25,-2,AF,3,,MAS,TL,66124828
,,18,195,12,,AF,0,,,,66124828
,,18,175,28,-1,AF,0,,,,66124828
8/18/2024,F,12,202,6,,AF,0,,ZG,NB,66124828
,,12,175,23,-3,AF,0,,,,66124828
,,12,174,23,3,AF,4,,,,66124828
,,12,172,24,2,AF,2,,,,66124828
,B,13,200,17,1,AF,0,,,,66124828
,,13,200,17,-5,AF,0,,,,66124828
,,13,180,21,-3,AF,0,STRAIGHTDOWN,,,66124828
,,13,179,21,-2,AF,1,STRAIGHTDOWN,,,66124828
,B,15,199,18,-2,AF,1,,ZG,EB,66124828
,,15,189,17,D0,AF,3,,,,66124828
,,15,188,17,-3,AF,0,,,,66124828
,,15,203,17,-4,AF,1,,,,66124828
,,15,203,12,2,AF,0,,,,66124828
8/19/2024,F,13,187,17,3,AF,5,,MAS,NB,66124828
,,13,222,4,4,AF,0,,,,66124828
,,13,218,8,-2,AF,0,FLOP,,,66124828
,B,14,186,18,-3,AF,0,FRONTFLIPS,,,66124828
,,14,186,22,2,AF,4,FLOP,,,66124828
,,14,218,8,1,AF,1,,,,66124828
,,,180,26,-3,AF,0,,,,66124828
,B/2,,159,30,-1,AF,0,,,,66124828
,,,176,21,,AF,,,,,66124828
,,,206,15,-3,AF,2,,,,66124828
,B,,206,14,-3,BF,0,,,,66124828
,B,,191,15,1,AF,1,,,,66124828
,,,188,17,1,AF,1,FLOP,,,66124828
,,,175,21,,AF,,,,,66124828
,,,167,21,,AF,2,,,,66124828
,B,,203,17,-2,AF,,,,,66124828
,,,181,18,,AF,,,,,66124828
,,,183,6,,AF,,,,,66124828
8/20/2024,F,14,183,6,,AF,,,ZG,JA,66124828
,,14,179,20,3,AF,0,,,,66124828
,,14,172,24,1,AF,0,FLOP,,,66124828
,,,170,26,-2,AF,0,FLOP,,,66124828
,B,14,208,13,W0,AF,1,FLOP,,,66124828
,B,,176,24,-3,BF,0,,,,66124828
,,,171,26,W0,AF,0,,,,66124828
,,,207,10,-2,AF,0,,,,66124828
,,,207,10,2,AF,1,,,,66124828
,,,202,13,-3,AF,0,STRAIGHTDOWN,,,66124828
,,,173,26,,AF,1,,,,66124828
,B,,181,2,-5,AF,0,,,,66124828
,B,,181,25,-5,AF,0,STRAIGHTDOWN,,,66124828
,B,,186,22,-3,AF,0,,ZG,EB,66124828
,,,168,26,W0,AF,0,SPINS FLOP,,,66124828
8/21/2024,F,10,185,24,2,AF,4,,JC,TL,66124828
,,10,176,24,2,AF,4,,,,66124828
,,10,174,18,3,AF,4,,,,66124828
,,10,158,30,2,AF,,,,,66124828
,B,11,173,24,4,AF,4,,JC,OAB,66124828
,,11,185,18,,AF,4,,,,66124828
,,11,175,21,5,AF,4,,,,66124828
,,11,170,24,4,AF,4,,,,66124828
,B,11,173,24,,AF,4,,,,66124828
,,11,185,27,-4,AF,,,,,66124828
,,11,185,18,,AF,,,TL,OAB,66124828
,B,12,169,24,,AF,,,TL,JC,66124828
,,12,173,24,,AF,,,,,66124828
,,12,189,20,-5,BF,3,TOPCAGE,,,66124828
,B,13,170,21,,AF,,,,,66124828
,,14,188,18,-2,AF,3,,,,66124828
,,14,173,21,,AF,3,,,,66124828
,B,15,175,24,,AF,,,JC,TL,66124828
,,15,173,24,,AF,,,,,66124828
,,15,185,30,-7,AF,,,,,66124828
,,15,170,36,-6,AF,3,,,,66124828
,,15,178,24,-3,AF,,,,,66124828
,B,16,173,24,2,AF,,,,,66124828
,,16,185,27,-6,AF,,TOPCAGE,,,66124828
,,16,170,36,-6,AF,,,,,66124828
,,16,185,30,-6,AF,,,,,66124828
,,16,176,12,,AF,0,,,,66124828
8/22/2024,F,10,184,23,-1,AF,0,,JC,EB,66124828
,B,10,204,14,D0,AF,2,,,,66124828
,,10,178,22,W0,AF,0,,,,66124828
,,11,177,22,-4,AF,0,,,,66124828
,B,11,209,13,-3,AF,0,,,,66124828
,B,12,209,13,-2,AF,1,,,,66124828
,,12,201,13,-2,AF,4,,,,66124828
,,12,198,15,D0,AF,2,,,,66124828
,B,13,225,7,D0,AF,0,,JC,MAS,66124828
,,,205,6,4,AF,4,,,,66124828
,,,200,15,-1,AF,,,,,66124828
,,,200,6,,AF,0,,TL,MS,66124828
,,,188,20,-5,AF,,,,,66124828
,,13,180,12,,AF,,,,,66124828
,B,14,199,6,,AF,1,,,,66124828
,,,188,18,D0,AF,,,,,66124828
,,,184,12,,AF,3,,,,66124828
,,,165,25,1,AF,,,,,66124828
,,,152,12,,AF,,,,,66124828
,B,16,214,11,1,AF,0,,TL,EB,66124828
,,16,215,4,3,AF,0,,,,66124828
,,16,213,8,1,AF,2,,,,66124828
,,16,201,15,-4,AF,0,,,,66124828
,B,17,211,15,-1,AF,5,,,,66124828
,,17,209,11,-2,AF,1,,,,66124828
,,17,188,19,-3,AF,3,,,,66124828
,,17,180,23,-2,AF,5,,,,66124828
,,17,191,18,-3,AF,2,,,,66124828
,B,17,169,12,,AF,,,,,66124828
,,17,216,9,1,AF,2,,,,66124828
,,17,195,12,D0,AF,0,,,,66124828
8/23/2024,F,9,175,25,D0,AF,0,,TL,EB,66124828
,,9,174,22,D0,AF,0,,,,66124828
,,9,185,19,D0,AF,0,,,,66124828
,,9,178,23,-4,AF,0,,,,66124828
,,10,182,15,,AF,,,,,66124828
,,10,171,24,-2,AF,0,,,,66124828
,B,10,184,22,W0,AF,0,,,,66124828
,,10,179,21,W0,AF,0,,TL,EB,66124828
,,11,196,6,,AF,,,TL,ZG,66124828
,,11,194,6,,AF,,,,,66124828
,,11,193,15,-1,AF,0,,,,66124828
,,11,200,1,2,AF,0,,,,66124828
,,11,181,19,-2,AF,1,,,,66124828
,,11,176,21,-1,AF,0,,,,66124828
,B,12,195,17,W0,AF,1,,,,66124828
,,12,183,19,W0,AF,5,,,,66124828
,,,189,12,,AF,,,,,66124828
,,,188,18,-2,AF,0,,,,66124828
,,,183,20,-3,AF,1,,,,66124828
,B,13,184,23,-3,AF,1,,ZS,MAS,66124828
,,13,210,11,-4,AF,0,,,,66124828
,,13,210,5,2,AF,1,,,,66124828
,,13,210,5,3,AF,0,,,,66124828
,,13,197,6,3,AF,0,,,,66124828
,,13,174,26,-3,AF,3,,,,66124828
,,14,165,18,,AF,,,,,66124828
,,14,160,18,,AF,,,,,66124828
,B,14,205,14,-3,AF,1,,,,66124828
,,,202,12,-3,AF,1,CHARLIE,,,66124828
,,,197,6,,AF,,,,,66124828
,,,178,12,,AF,,,,,66124828
,,,179,12,,AF,,,,,66124828
,B,15,208,12,1,AF,1,,ZS,EB,66124828
,B,15,181,12,,AF,,,ZS,EB,66124828
,B/2,15,214,8,W0,AF,0,,,,66124828
,B,17,190,23,-4,AF,4,,ZS,NB,66124828
,,17,188,21,-2,AF,6,,,,66124828
,,17,191,17,D0,AF,1,,,,66124828
,,17,171,12,,AF,,,,,66124828
,,17,172,22,1,AF,,,,,66124828
,,17,208,6,,AF,,,,,66124828
,,17,176,12,,AF,,,,,66124828
,,17,190,25,-5,AF,,,,,66124828
,,17,185,26,-5,AF,,,,,66124828
,,18,203,10,,AF,,,,,66124828
,,18,203,12,-3,AF,0,,,,66124828
,,18,174,24,-2,AF,3,,,,66124828
,B,19,184,20,2,AF,3,,,,66124828
,,,173,22,,AF,,,,,66124828
8/24/2024,F,9,198,20,-3,AF,1,,ZS,RD,66124828
,B/2,11,171,27,D0,AF,4,,,,66124828
,B,12,203,10,-5,AF,0,,,,66124828
,,12,199,6,,AF,,,,,66124828
,,12,183,12,3,AF,0,,,,66124828
,B,12,189,6,,BF,0,,,,66124828
,,13,212,7,D0,BF,2,,,,66124828
,,13,200,13,2,AF,0,CHARLIE,,,66124828
,,13,175,23,-1,AF,1,,,,66124828
,B,13,195,18,-3,AF,1,,ZG,NB,66124828
,,14,185,17,W0,AF,0,,,,66124828
,,14,183,19,-3,AF,,,,,66124828
,,14,173,12,,AF,,,,,66124828
,,14,174,22,1,AF,0,,,,66124828
,B,15,183,21,-1,AF,0,,,,66124828
,,15,181,19,D0,AF,1,,,,66124828
,B,15,183,22,-2,BF,0,,,,66124828
,,15,205,12,1,AF,0,,,,66124828
,B,17,209,14,-3,AF,3,,ZG,MAS,66124828
,,,188,18,-3,AF,0,,,,66124828
,,,174,24,3,AF,0,,,,66124828
,B,17,217,9,-2,AF,0,,ZG,MAS,66124828
,,,189,18,-3,AF,1,,,,66124828
,,,173,24,-2,AF,2,,,,66124828
,,,175,23,-1,AF,0,,,,66124828
8/25/2024,F,13,189,26,-1,AF,0,,,,66124828
,,13,173,23,D0,AF,0,,,,66124828
,,13,170,25,W0,AF,0,,,,66124828
,B,13,203,14,D0,AF,0,,,,66124828
,,13,170,26,-3,AF,1,,,,66124828
,B,13,176,27,-4,AF,0,,,,66124828
,,14,177,22,,AF,,,,,66124828
,,14,173,24,-3,AF,0,,,,66124828
,B/2,,199,14,1,AF,1,,,,66124828
,B,,200,20,-2,AF,0,,,,66124828
,B,,188,25,-2,AF,3,GAINER,,,66124828
,B/2,,200,14,-3,AF,0,,,,66124828
,,,195,14,W0,AF,1,,,,66124828
,,,186,16,2,AF,0,,,,66124828
,,,186,17,1,AF,,,,,66124828
8/26/2024,F,14,196,20,-3,AF,1,,MAS,ZG,66124828
,,,192,16,W0,AF,0,,,,66124828
,,,198,17,-4,AF,0,,,,66124828
,B,,180,22,-4,AF,1,,,,66124828
,,,219,8,1,AF,1,,,,66124828
,B,,197,14,D0,AF,1,FLOP,,,66124828
,,,188,16,W0,BF,0,,,,66124828
,B,,218,5,1,AF,0,STRAIGHTDOWN,,,66124828
,,,195,16,-1,BF,0,,,,66124828
,,,188,18,D0,AF,4,,,,66124828
8/27/2024,F,12,179,6,,BF,,,JL,MAS,66124828
,,12,170,12,,AF,,,,,66124828
,B,13,195,17,D0,AF,1,,,,66124828
,,14,206,12,-3,AF,0,,,,66124828
,,14,202,13,-2,AF,0,FLOP,,,66124828
,,14,191,6,,AF,,,,,66124828
,,,184,21,-5,AF,2,,,,66124828
,B,15,193,20,-3,AF,1,,,,66124828
8/28/2024,F,14,214,6,,AF,0,,JL,MAS,66124828
,,14,201,13,-2,AF,,FLOP,JL,MAS,66124828
,,14,164,12,,AF,,,,,66124828
,,14,164,12,,AF,,,,,66124828
,,14,162,12,,AF,,,,,66124828
,,,160,12,,AF,,,,,66124828
,,,156,12,,AF,,,,,66124828
,B,16,179,24,-3,BF,0,,,,66124828
,,16,171,17,5,AF,1,,,,66124828
,,16,166,26,-1,AF,0,,,,66124828
,,16,162,29,-3,AF,4,,,,66124828
,,16,160,29,-4,AF,0,,,,66124828
,B,16,196,19,-5,BF,0,DEADMAN,,,66124828
,B,17,196,18,-5,BF,0,DEADMAN,,,66124828
8/29/2024,F,13,209,6,,AF,,,,,66124828
,,13,206,6,2,AF,0,,,,66124828
,,13,192,15,D0,AF,0,,,,66124828
,,13,182,9,,AF,,,,,66124828
,,13,178,22,-3,AF,0,,,,66124828
,,13,177,22,-3,AF,0,,,,66124828
,,14,209,6,,AF,,,,,66124828
,B,15,203,17,-1,AF,,,,,66124828
,,15,202,6,,AF,0,,,,66124828
,B,16,200,18,-5,AF,3,,,,66124828
,,16,187,19,-4,AF,,,,,66124828
,B ,16,216,5,2,AF,1,,,,66124828
,,16,203,6,,AF,1,,,,66124828
,B,17,207,12,-1,AF,1,,,,66124828
,,17,198,12,1,AF,0,,,,66124828
,,17,190,6,,AF,,,,,66124828
,,17,185,18,-3,AF,0,,,,66124828
,,17,181,12,,AF,,,,,66124828
,,17,175,21,-3,AF,0,,,,66124828
,B/2,18,167,24,,AF,,,,,66124828
8/30/2025,F,9,177,12,,AF,,,MS,RD,66124828
,B/2,9,178,6,,AF,,,,,66124828
,,9,169,9,,AF,,,,,66124828
,,10,207,6,4,AB,0,,,,66124828
,,10,200,6,,BF,,,,,66124828
,,10,200,6,,AF,,,,,66124828
,,10,172,20,1,AF,0,,,,66124828
,,10,171,6,,AF,,,,,66124828
,,10,167,9,,AB,,,,,66124828
,B,11,191,19,-3,AF,0,,,,66124828
,,11,183,17,-2,AF,0,,,,66124828
,,11,180,6,,BF,,,,,66124828
,,11,180,6,,AF,,,,,66124828
,,11,169,12,,AF,,,,,66124828
,B,13,197,16,-3,AF,0,,,,66124828
,,13,192,14,D0,AF,0,,,,66124828
,,13,188,12,,AF,,,,,66124828
,,13,174,22,-1,AF,1,W1 FLOP,,,66124828
,,13,175,12,,AF,,,,,66124828
,,13,172,24,-1,AF,1,,,,66124828
,,14,160,12,,AF,,,JC,MS,66124828
,B,15,197,14,1,AF,3,,,,66124828
,,15,194,6,,AF,,,,,66124828
,,15,188,6,,AF,,,,,66124828
,,15,178,12,,AF,,,,,66124828
,B,15,202,14,-3,AF,2,,,,66124828
,,15,198,11,D0,AB,2,,,,66124828
,,15,198,12,-1,AF,0,,,,66124828
,B/2,16,184,18,W0,AF,2,,,,66124828
,,16,186,6,,AF,,,,,66124828
,,16,180,6,,AF,,,,,66124828
,,16,169,26,-4,AF,3,,,,66124828
,,16,211,7,1,AF,4,,,,66124828
,,16,194,6,,AF,,,,,66124828
,,16,186,6,,AF,,,,,66124828
,,16,179,21,-4,AF,1,,,,66124828
,B ,17,210,9,W0,AF,0,,,,66124828
,B/2,17,183,18,-2,AF,0,,,,66124828
,,17,175,22,-3,AF,0,,,,66124828
,B,18,185,20,-3,AF,0,,,,66124828
,,18,192,6,,AF,,,,,66124828
,,18,181,6,,AF,,,,,66124828
,,18,175,22,D0,AF,3,,,,66124828
,B/2,18,169,12,,AF,,,,,66124828
8/31/2025,F,9,183,21,1,AF,1,,ZS,MS,66124828
,,9,175,22,-3,AF,0,DEADMAN,,,66124828
,B,10,198,15,-1,AF,1,,,,66124828
,,10,194,13,-1,AF,1,,,,66124828
,B,11,187,19,W0,AF ,1,,,,66124828
,,11,198,12,D0,AF ,0,,,,66124828
,,11,187,17,-1,AF ,0,,,,66124828
,,11,178,12,,AF ,,,,,66124828
,B,12,194,17,-3,AF ,0,,,,66124828
,,12,180,26,D0,AF ,2,,,,66124828
,,12,182,20,-5,AF ,1,,,,66124828
,,12,182,18,D0,AF ,0,,,,66124828
,,12,179,20,W0,AF ,1,,,,66124828
,,12,167,12,,AF ,,,,,66124828
,B,12,189,6,,AF ,,,,,66124828
,,13,170,24,-1,AF ,0,FLOP,,,66124828
,,13,170,18,,AF ,,,,,66124828
,B,13,172,9,,AF ,,,,,66124828
,B,13,200,6,,AF ,,,,,66124828
,,13,181,18,1,AF ,4,,,,66124828
,,13,172,21,2,AF ,2,,,,66124828
,,15,203,6,,AF ,,,ZG,MAS,66124828
,,15,187,16,W0,AF ,0,SMALLFLOP,,,66124828
,,15,185,17,D0,AF ,0,SPIN,,,66124828
,,15,180,12,,BF,,,,,66124828
,B,16,207,5,,AF ,,,,,66124828
,,16,207,7,2,AF ,0,,,,66124828
,,16,205,11,-2,AF ,0,,,,66124828
,,16,204,11,-2,AF ,0,,,,66124828
,B,16,200,17,-5,AF ,0,,,,66124828
,B/2,16,182,20,-1,AF ,0,,,,66124828
,B,16,205,14,-5,AF ,0,,,,66124828
,B ,16,203,19,-1,BB,0,,,,66124828
,B,16,190,19,-1,AF ,3,FLOP,,,66124828
,,16,182,25,-3,BF,1,,,,66124828
,,16,180,19,W0,AF ,0,,,,66124828
,,16,179,20,-1,AF ,0,FLOP,,,66124828
,,16,164,18,,BF,,,,,66124828
9/1/2025,F,11,200,6,,AF ,,,ZG,VB,66124828
,,11,181,20,3,AF ,0,,ZG,NB,66124828
,,11,161,12,,AF ,,,,,66124828
,B,,224,5,3,AF,0,,,,66124828
,,12,215,9,1,AF ,3,,,,66124828
,,12,205,11,D0,AF ,2,,,,66124828
